1.55,1.9,2.1,4.32,3.9,1.81
1.67,1.97,1.7,4.6,4.1,1.77
1.3,1.7,1.7,4.3,4.43,1.73
1.42,3.55,2.13,2.65,4.19,3.03
1.29,2.26,2.13,3.32,4.74,2.87
1.32,1.94,1.94,2.52,4.68,2.55
1.32,4.16,3.65,1.97,2.87,4.26
1.29,3.42,3.16,1.94,4.06,3.87
1.39,3,4.29,2.32,3.74,4.13
2.06,2.16,4.29,1.61,2.1,2.42
4.39,1.35,2.29,1.16,1.23,1.26
4.77,1.29,2.45,1.26,1.23,1.23
4.61,1.48,2.19,1.29,1.32,1.39
4.03,1.68,1.42,1.19,1.13,1.29
3.03,2.16,2.06,1.94,1.84,1.87
2.84,1.94,2.13,1.77,1.68,1.87
3.06,1.84,2.29,1.77,1.71,1.84
1.39,3.97,1.68,2.19,3.68,3.61
1.26,4.13,1.77,2.4,3.1,2.74
1.68,3.71,1.74,2.42,3.16,3.03
2.87,1.55,4.68,1.52,1.52,1.65
3,1.94,4.35,1.68,1.55,1.58
2.94,1.97,4.74,1.68,1.71,2.03
